Time Scale,FM01TS,FM02TS,FM03TS,FM04TS,FM05TS,PC01TS,PC02TS,PC03TS,PT01TS,PT02TS,PT03TS,PT04TS,PT05TS,PT06TS,ST01TS,TC01TS,TC02TS,TC03TS,TT01TS
08-29-2009 : 12:26:07.333 PM,22.161999,20.757330,49.797947,277.764191,14.807368,6.012668,4.891826,3.927464,1293.518555,1118.225342,-28.000000,2344.198486,1010.871826,1596.674194,-228.920334,76.415726,75.322746,74.791840,0.000000
08-29-2009 : 12:26:07.337 PM,22.605974,20.749300,50.245201,279.081390,15.076307,5.849728,4.711797,3.881430,1253.287476,1123.573486,-28.000000,1586.518799,2517.461426,101.197197,-227.229858,76.450615,75.320404,74.839668,0.000000
08-29-2009 : 12:26:07.341 PM,22.352921,20.840528,50.378563,275.084808,14.736384,5.695286,4.813968,3.878767,1271.894043,1103.892090,-28.000000,2909.466553,2808.637207,2710.865234,-229.247803,76.784912,75.644707,74.952629,0.000000
08-29-2009 : 12:26:07.345 PM,22.354622,20.703009,49.418941,272.296570,14.659420,5.727043,4.631209,3.818888,1268.945312,1116.141968,-28.000000,2460.671143,1373.814819,1960.075562,-227.071442,76.560226,75.532837,74.921036,0.000000
08-29-2009 : 12:26:07.349 PM,22.161655,20.465603,49.915577,274.475250,14.506977,5.646084,4.880205,3.858535,1336.940796,1084.344360,-28.000000,2711.682617,535.893188,1711.835449,-229.187805,76.567009,75.526268,74.843163,0.000000
08-29-2009 : 12:26:07.353 PM,22.182955,20.856771,49.746361,271.363464,14.654689,5.664205,4.856765,3.851820,1290.605835,1099.646851,-28.000000,2925.511963,1607.952881,857.623108,-229.185760,76.568138,75.580048,74.887268,0.000000
08-29-2009 : 12:26:07.357 PM,21.874048,20.556114,49.188274,271.070435,14.752241,5.814611,4.629891,4.004985,1331.122070,1080.478638,-28.000000,947.002380,3573.158203,947.569397,-227.034271,76.524773,75.424690,74.875496,0.000000
08-29-2009 : 12:26:07.361 PM,22.111803,20.651552,48.917568,267.568542,14.586594,5.604715,4.606548,3.919293,1246.858154,1170.400391,-28.000000,26.233547,1464.960571,647.616821,-233.509796,76.317352,75.303352,74.768105,0.000000
08-29-2009 : 12:26:07.365 PM,21.954752,20.264309,48.781269,271.355499,14.643582,5.722059,4.729784,3.923594,1230.089722,1143.948853,-28.000000,2237.591553,456.364807,2712.578125,-227.655380,76.564545,75.457962,74.938583,0.000000
08-29-2009 : 12:26:07.369 PM,22.034742,20.307396,48.693096,266.880127,14.625638,5.827876,4.696105,3.852070,1274.600708,1111.802856,-28.000000,3080.860840,1322.978760,3132.013916,-230.013062,76.554245,75.531387,74.970261,0.000000
08-29-2009 : 12:26:07.373 PM,22.029940,20.237255,48.904411,265.533112,14.674332,5.745454,4.796608,3.844437,1292.796021,1131.244141,-28.000000,993.506287,86.715843,467.057922,-232.935715,76.551750,75.429459,74.969711,0.000000
08-29-2009 : 12:26:07.377 PM,21.593473,20.325220,48.489174,266.700562,14.811422,5.420785,4.863296,3.647774,1247.310669,1076.026001,-28.000000,2332.224609,2332.925049,1045.063843,-229.824051,76.534538,75.492775,74.814400,0.000000
08-29-2009 : 12:26:07.381 PM,21.910576,20.214985,48.881699,265.759949,14.321219,5.484861,4.648983,3.578243,1153.184937,1089.167969,-28.000000,4396.557617,2933.757324,818.423950,-230.888916,76.526802,75.476067,74.884689,0.000000
08-29-2009 : 12:26:07.385 PM,21.551064,20.259827,48.789200,265.102905,14.327759,5.334847,4.594585,3.786468,1187.067749,997.565735,-28.000000,258.735504,3492.367920,510.625397,-230.669586,76.440933,75.352142,74.783241,0.000000
08-29-2009 : 12:26:07.389 PM,21.774837,20.250549,47.843563,268.690735,14.040604,5.502816,4.403880,3.580395,1159.753906,1007.212280,-28.000000,3097.799072,232.933899,1747.083130,-227.940048,76.659241,75.520271,74.908974,0.000000
08-29-2009 : 12:26:07.393 PM,21.471704,20.109463,47.333313,270.625946,14.191535,5.438251,4.559187,3.772614,1174.399170,1092.472778,-28.000000,3190.674561,661.660461,1575.112183,-231.857422,76.438728,75.372452,74.907463,0.000000
08-29-2009 : 12:26:07.397 PM,21.615114,19.895538,47.189747,266.630219,13.923671,5.402423,4.353580,3.837214,1176.895264,1116.361816,-28.000000,1135.404053,1389.936768,867.966064,-233.376480,76.553337,75.453125,74.898552,0.000000
08-29-2009 : 12:26:07.401 PM,21.639442,20.115585,48.043297,260.546478,14.077697,5.492712,4.513344,3.658756,1229.609985,1044.090332,-28.000000,165.649994,3317.126221,2831.426514,-235.829987,76.549828,75.362122,74.885170,0.000000
08-29-2009 : 12:26:07.405 PM,21.721731,20.009548,47.579609,265.009033,13.881982,5.401978,4.289003,3.567982,1205.304810,1060.510254,-28.000000,2064.445801,828.347473,2143.469727,-232.919785,76.725922,75.516220,74.887115,0.000000
08-29-2009 : 12:26:07.409 PM,21.678373,19.933832,48.125065,260.236450,14.143225,5.409512,4.533991,3.790033,1200.619141,1078.208618,-28.000000,793.116089,53.377419,107.096214,-230.755402,76.515251,75.477623,74.987061,0.000000
08-29-2009 : 12:26:07.413 PM,21.504475,19.889421,47.334423,265.872559,14.059005,5.157022,4.540974,3.500164,1121.911499,1040.540283,-28.000000,810.937622,792.956482,2787.014648,-234.454987,76.471024,75.369926,74.795403,0.000000
08-29-2009 : 12:26:07.417 PM,21.594637,19.636419,47.092003,260.597443,14.029643,5.143935,4.462554,3.638322,1163.521118,1036.616089,-28.000000,17.062704,4112.669922,2800.171387,-232.810272,76.441223,75.494125,74.967781,0.000000
08-29-2009 : 12:26:07.421 PM,21.535454,19.678734,46.920586,262.047302,13.788959,5.196442,4.452166,3.605107,1119.558960,1060.315796,-28.000000,2475.716309,1752.094238,3806.686523,-233.635086,76.546005,75.419441,74.853294,0.000000
08-29-2009 : 12:26:07.425 PM,20.917442,19.383175,46.817432,260.952576,14.081423,5.170926,4.367343,3.613543,1147.887207,1007.443237,-28.000000,2617.296631,4270.506348,2285.286377,-235.859985,76.584267,75.331131,74.821220,0.000000
08-29-2009 : 12:26:07.429 PM,21.223663,19.740440,47.219143,262.825592,13.508816,5.086143,4.310332,3.366052,1125.034790,991.250793,-28.000000,2091.009277,2040.185791,1065.074951,-233.467438,76.535034,75.521889,74.906708,0.000000
08-29-2009 : 12:26:07.433 PM,21.265146,19.829832,46.598915,260.254211,13.857805,4.931766,4.400671,3.453107,1154.635132,1042.185303,-28.000000,263.705933,675.104065,1296.915649,-233.250565,76.433487,75.263466,74.672020,0.000000
08-29-2009 : 12:26:07.437 PM,20.996632,19.845993,46.375065,260.984436,13.925405,5.145382,4.349015,3.476650,1124.254761,998.224976,-28.000000,-19.821020,597.014465,1748.730591,-235.997025,76.491234,75.393135,74.722038,0.000000
08-29-2009 : 12:26:07.441 PM,20.910769,19.265326,46.298405,258.550812,13.551810,5.278975,4.201508,3.454942,1103.550171,1055.480835,-28.000000,1987.095459,2184.269775,739.916565,-234.390366,76.593369,75.429070,74.848534,0.000000
08-29-2009 : 12:26:07.445 PM,20.778151,19.158897,46.860069,253.382248,13.431337,4.985834,4.098233,3.412233,1119.700562,938.825073,-28.000000,1816.841309,1622.596313,3207.896973,-235.257248,76.599510,75.359764,74.823814,0.000000
08-29-2009 : 12:26:07.449 PM,20.806835,19.510929,46.802124,252.456345,13.613606,5.028208,4.280242,3.209840,1154.831665,939.857483,-28.000000,4586.756836,1278.743408,2005.586914,-232.230392,76.574890,75.366585,74.816223,0.000000
08-29-2009 : 12:26:07.453 PM,20.777178,19.172516,46.264679,256.012085,13.496136,4.915941,4.049243,3.212932,1082.812866,986.497192,-28.000000,4833.370117,2285.680664,1839.358765,-234.307373,76.516411,75.487167,74.783775,0.000000
08-29-2009 : 12:26:07.457 PM,20.779823,19.221327,46.681599,255.617355,13.500184,5.028207,4.235430,3.410617,1059.694458,931.231873,-28.000000,4852.347168,463.175079,3241.940674,-233.475800,76.524971,75.508827,74.929321,0.000000
08-29-2009 : 12:26:07.461 PM,20.852121,18.939466,46.290417,254.405228,13.377509,4.969072,4.020726,3.228641,1042.223022,964.888000,-28.000000,413.205536,906.530273,1286.708008,-236.701736,76.524605,75.350655,74.935608,0.000000
08-29-2009 : 12:26:07.465 PM,20.446465,19.102943,46.246582,252.539291,13.495766,4.903500,4.035621,3.332327,1035.773926,987.425781,-28.000000,594.816406,3493.856689,2311.953857,-238.440582,76.570114,75.383720,74.803093,0.000000
08-29-2009 : 12:26:07.469 PM,20.359970,19.089552,46.317680,250.139084,12.977297,4.876356,4.013142,3.263125,1010.198608,920.350159,-28.000000,2.496012,2308.811768,1859.852173,-234.187576,76.498497,75.367264,74.852768,0.000000
08-29-2009 : 12:26:07.473 PM,20.167412,18.857738,45.308258,255.660599,12.704360,4.959448,3.875601,3.320492,1025.989868,991.331177,-28.000000,976.979065,2347.128906,910.793152,-233.776199,76.482338,75.368744,74.918251,0.000000
08-29-2009 : 12:26:07.477 PM,20.333611,18.964590,45.944302,253.284119,13.249947,4.727319,3.886987,3.115962,1058.976929,928.524170,-28.000000,4847.752930,2583.060059,1162.015747,-237.199600,76.596581,75.333519,74.802628,0.000000
08-29-2009 : 12:26:07.481 PM,20.149435,19.165762,46.168339,251.048874,13.170677,4.795727,3.846467,3.100085,1060.545654,937.242676,-28.000000,1457.897461,664.257263,1826.683350,-235.430542,76.522888,75.374603,74.825127,0.000000
08-29-2009 : 12:26:07.485 PM,20.462694,18.754808,46.285172,245.632904,13.226738,4.782360,4.018268,3.168715,1045.343872,924.245178,-28.000000,3380.045410,199.675583,1304.153687,-234.760040,76.594559,75.509094,74.759865,0.000000
08-29-2009 : 12:26:07.489 PM,20.333994,18.847204,45.989025,246.536469,13.005696,4.584718,3.811974,3.035756,1040.727783,894.335876,-28.000000,798.921631,1784.466187,3186.566162,-237.225052,76.644852,75.453430,74.838661,0.000000
08-29-2009 : 12:26:07.493 PM,20.075024,18.897554,44.492626,249.443954,12.989800,4.815661,3.664488,3.028850,1090.473145,949.090027,-28.000000,650.762817,3185.261963,2215.301514,-236.443314,76.556450,75.366631,74.799934,0.000000
08-29-2009 : 12:26:07.497 PM,20.177006,18.759508,44.382557,250.782898,12.946941,4.852143,3.785047,3.038532,1092.614502,880.058105,-28.000000,2582.979980,2652.575195,1733.145508,-233.009613,76.502350,75.381775,74.787025,0.000000
08-29-2009 : 12:26:07.501 PM,19.850740,18.683937,44.614288,248.501511,13.026960,4.684205,3.856987,3.012262,1031.663574,890.142334,-28.000000,3209.489746,965.525330,1245.050903,-235.243851,76.717690,75.436958,74.867332,0.000000
08-29-2009 : 12:26:07.505 PM,20.097603,18.551014,44.965416,249.815659,13.018409,4.494030,3.703551,2.953483,1006.939880,896.105408,-28.000000,1592.729248,790.381409,2267.602783,-235.129761,76.559425,75.511307,74.894760,0.000000
08-29-2009 : 12:26:07.509 PM,20.373758,18.528088,44.237247,245.043701,12.812605,4.717657,3.730226,3.046699,1047.208496,961.134338,-28.000000,4610.105957,1281.511963,1315.300415,-230.299561,76.629448,75.318474,74.828316,0.000000
08-29-2009 : 12:26:07.513 PM,20.129461,18.586454,44.439091,248.118149,12.726980,4.553984,3.832617,3.064163,1014.667358,861.933960,-28.000000,2846.964844,3493.756348,1198.360962,-238.681610,76.626991,75.437569,74.911148,0.000000
08-29-2009 : 12:26:07.517 PM,19.723295,18.560482,44.307079,242.767624,12.442221,4.581769,3.645295,3.112595,971.185364,829.091919,-28.000000,3512.691162,2716.030762,2658.422119,-237.245651,76.600800,75.426804,74.872391,0.000000
08-29-2009 : 12:26:07.521 PM,19.694775,18.929415,44.401649,238.564606,12.499754,4.488687,3.731981,2.772822,1009.907288,853.270813,-28.000000,1393.873413,400.471985,213.282120,-239.084229,76.509438,75.258888,74.795166,0.000000
08-29-2009 : 12:26:07.525 PM,19.665174,18.565918,44.051464,245.173935,12.527437,4.431479,3.832824,2.727703,991.053650,842.945984,-28.000000,111.131844,172.304504,4320.167480,-236.646957,76.538780,75.494339,74.783104,0.000000
08-29-2009 : 12:26:07.529 PM,19.509932,18.292917,44.624493,244.861420,12.428107,4.612224,3.635497,2.930414,1026.736816,914.103333,-28.000000,860.189819,1570.477173,604.443970,-232.786163,76.546051,75.467140,74.838928,0.000000
08-29-2009 : 12:26:07.533 PM,19.589106,18.364883,43.461048,239.797150,12.495214,4.474150,3.845429,2.789335,943.927246,891.957703,-28.000000,1291.666260,2430.387695,1404.088257,-233.448883,76.595123,75.419090,74.928871,0.000000
08-29-2009 : 12:26:07.537 PM,19.160732,18.244602,43.698048,241.468796,12.670953,4.645657,3.581313,2.762983,945.695251,837.906006,-28.000000,2911.875244,845.469543,4854.515625,-233.842941,76.534119,75.306511,74.945381,0.000000
08-29-2009 : 12:26:07.541 PM,19.505499,18.316172,44.197063,243.380295,12.279953,4.465422,3.561847,2.768622,928.702087,848.702881,-28.000000,2364.765381,2988.077148,3385.229004,-235.788147,76.531487,75.456947,74.963120,0.000000
08-29-2009 : 12:26:07.545 PM,19.841526,18.315340,43.385387,242.000626,12.489860,4.207201,3.585129,2.892234,1048.423706,802.160950,-28.000000,425.646362,819.997498,2825.551270,-238.022873,76.627480,75.327110,74.915085,0.000000
08-29-2009 : 12:26:07.549 PM,19.221470,18.339270,42.981041,236.654953,12.372015,4.130665,3.597440,3.012594,946.751831,781.988892,-28.000000,2150.190918,4174.552246,1798.747925,-239.835861,76.626671,75.500771,75.029144,0.000000
08-29-2009 : 12:26:07.553 PM,19.282520,18.386740,42.796356,235.404327,12.096639,4.340580,3.387737,2.830802,920.081177,894.365173,-28.000000,613.769897,2249.629639,1459.311646,-239.670258,76.611328,75.438469,74.849571,0.000000
08-29-2009 : 12:26:07.557 PM,19.395876,18.120060,42.904339,238.707458,12.077903,4.351478,3.407031,2.640084,1018.762817,798.530579,-28.000000,1354.906128,3909.166992,1243.547974,-242.227737,76.702843,75.451904,74.800102,0.000000
08-29-2009 : 12:26:07.561 PM,19.131466,17.845673,42.732018,230.853012,12.481936,4.181503,3.574274,2.581882,936.308167,837.189941,-28.000000,828.220337,4000.205566,46.440979,-239.576309,76.580795,75.254204,74.685509,0.000000
08-29-2009 : 12:26:07.565 PM,19.008139,18.215836,42.653446,234.257446,12.291938,4.280242,3.430696,2.785620,899.873474,853.855408,-28.000000,4222.605957,694.341309,-34.244705,-236.533600,76.609169,75.499573,74.899666,0.000000
08-29-2009 : 12:26:07.569 PM,19.351109,18.061863,42.875469,233.689407,11.884397,4.322526,3.395530,2.761917,908.296692,832.928467,-28.000000,2965.404785,1924.102051,3455.172119,-236.398148,76.395729,75.333420,74.732819,0.000000
08-29-2009 : 12:26:07.573 PM,19.337297,18.007671,42.904968,236.201843,11.909168,4.325568,3.454998,2.758671,930.948120,791.244507,-28.000000,1196.970093,1362.847534,636.536804,-239.783142,76.470589,75.412399,74.878204,0.000000
08-29-2009 : 12:26:07.577 PM,18.960304,18.256306,41.892906,237.003464,11.863163,4.370768,3.482057,2.574756,886.723022,814.568787,-28.000000,832.316772,1926.929810,3185.710693,-237.309189,76.545593,75.372955,74.757469,0.000000
08-29-2009 : 12:26:07.581 PM,18.869606,17.678415,42.713219,236.552841,12.029133,4.086960,3.521853,2.406949,983.481689,786.758972,-28.000000,933.367981,2495.908447,1502.151855,-236.533203,76.678848,75.495293,75.023941,0.000000
08-29-2009 : 12:26:07.585 PM,18.876232,17.735729,42.409512,235.813568,12.075669,4.108799,3.463464,2.648022,883.461487,805.612915,-28.000000,2290.496826,1130.500732,4868.277832,-239.628311,76.650703,75.489777,74.973274,0.000000
08-29-2009 : 12:26:07.589 PM,18.970060,17.593325,43.176659,233.413223,11.663374,4.193579,3.394232,2.474395,942.679321,863.479675,-28.000000,116.785820,1426.051392,1343.646973,-233.840042,76.658875,75.501556,74.954765,0.000000
08-29-2009 : 12:26:07.593 PM,18.885939,17.510546,42.290859,231.321518,11.640171,4.269167,3.264508,2.617763,881.944580,797.006714,-28.000000,892.626526,2848.867432,2632.329834,-237.934113,76.496414,75.481911,74.784477,0.000000
08-29-2009 : 12:26:07.597 PM,18.976339,17.654594,42.181759,233.214996,11.852289,4.092797,3.188580,2.700306,913.395752,814.270996,-28.000000,4273.553711,1631.715454,3160.901123,-236.235565,76.730583,75.548424,74.937691,0.000000
08-29-2009 : 12:26:07.601 PM,18.558008,17.710939,42.280895,233.796066,11.273271,3.950077,3.449956,2.499395,890.874634,731.005676,-28.000000,1930.029907,3104.845947,1682.811768,-238.412827,76.573486,75.407280,74.754982,0.000000
08-29-2009 : 12:26:07.605 PM,18.764380,17.541803,41.425678,231.616638,11.403781,3.914447,3.172109,2.477899,813.722961,751.795471,-28.000000,2609.695068,263.546204,2933.173828,-237.644058,76.535309,75.378479,74.794548,0.000000
08-29-2009 : 12:26:07.609 PM,18.221161,17.196476,40.901142,227.449081,11.592331,3.942312,3.060223,2.311376,836.199646,791.700806,-28.000000,2544.377441,15.309494,181.330246,-239.195740,76.541901,75.312836,74.816078,0.000000
08-29-2009 : 12:26:07.613 PM,18.727158,17.702452,42.129158,227.258102,11.755410,3.827031,3.260730,2.292786,809.732178,793.919922,-28.000000,273.433350,3587.281250,1523.103882,-239.251923,76.557953,75.343018,74.817848,0.000000
08-29-2009 : 12:26:07.617 PM,18.700687,17.536808,41.665085,225.290710,11.600090,3.920963,3.266047,2.304279,816.837341,726.512939,-28.000000,1477.695068,977.582214,2831.115234,-239.433578,76.677788,75.403786,74.898491,0.000000
08-29-2009 : 12:26:07.621 PM,18.709970,17.212051,41.786369,226.002365,11.465591,4.095928,2.999002,2.272136,815.921509,748.619934,-28.000000,3486.582275,1036.926147,1683.368652,-241.931534,76.590813,75.332703,74.780434,0.000000
08-29-2009 : 12:26:07.625 PM,18.382576,17.400473,41.388844,225.159012,11.168846,3.986585,2.940437,2.206053,841.922729,725.233582,-28.000000,1946.164917,4296.776367,1693.608398,-238.074203,76.499710,75.437202,74.862312,0.000000
08-29-2009 : 12:26:07.629 PM,18.538242,17.387445,41.063961,226.073120,11.131260,3.906817,3.264316,2.365737,834.561951,683.024292,-28.000000,1339.321045,2225.569092,1438.352173,-236.185760,76.600288,75.409775,74.765068,0.000000
08-29-2009 : 12:26:07.633 PM,18.692184,17.257036,40.720737,226.994995,11.259235,3.908043,3.170483,2.359621,879.512634,719.000305,-28.000000,757.330383,312.414581,736.609253,-237.002029,76.681343,75.421295,74.923294,0.000000
